"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220601 ~ 20230531"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 강서구 가양동","1475","1475","0000","강변","39.6","202303","11","56,000","14","1992","허준로 139","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1475","1475","0000","강변","34.44","202304","4","44,660","1","1992","허준로 139","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1475","1475","0000","강변","39.6","202304","4","48,000","2","1992","허준로 139","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1475","1475","0000","강변","39.6","202304","10","52,000","5","1992","허준로 139","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1475","1475","0000","강변","39.6","202304","19","53,500","6","1992","허준로 139","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1475","1475","0000","강변","49.5","202304","24","70,000","15","1992","허준로 139","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1475","1475","0000","강변","34.44","202305","5","50,000","8","1992","허준로 139","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1475","1475","0000","강변","34.44","202305","12","48,500","7","1992","허준로 139","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1462","1462","0000","강서한강월드메르디앙","84.9","202304","5","76,000","1","2006","허준로 16-9","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1462","1462","0000","강서한강월드메르디앙","84.9","202304","22","75,000","1","2006","허준로 16-9","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1474","1474","0000","대림경동아파트","131.4","202212","3","115,000","12","1993","허준로 121","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1474","1474","0000","대림경동아파트","131.4","202302","16","118,000","13","1993","허준로 121","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1459","1459","0000","동신대아","134.88","202211","1","138,000","11","1993","강서로 532","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1459","1459","0000","동신대아","164.25","202305","13","139,000","5","1993","강서로 532","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","448-9","0448","0009","빛고을우방","59.97","202305","2","67,300","14","1999","양천로 521","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1460","1460","0000","한강타운","84.99","202302","10","93,000","11","1993","허준로 23","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1460","1460","0000","한강타운","84.99","202303","28","105,000","9","1993","허준로 23","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1460","1460","0000","한강타운","84.99","202305","9","100,000","12","1993","허준로 23","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1460","1460","0000","한강타운","84.99","202305","14","101,300","10","1993","허준로 23","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1495","1495","0000","한보구암마을","84.39","202207","27","85,000","3","1999","허준로 76","20221028","중개거래","서울 강서구"
"서울특별시 강서구 가양동","1495","1495","0000","한보구암마을","84.39","202210","22","85,000","3","1999","허준로 76","","중개거래","서울 강서구"
"서울특별시 강서구 가양동","251-5","0251","0005","향교","71.38","202206","28","43,000","2","2003","양천로49길 49-6","","중개거래","서울 강서구"
"서울특별시 강서구 공항동","1374","1374","0000","공항동부센트레빌","118.21","202301","9","87,500","11","2009","남부순환로 11","","중개거래","서울 강서구"
"서울특별시 강서구 공항동","61-2","0061","0002","장미","62.4","202212","29","70,000","1","1994","공항대로2길 61","","중개거래","서울 강서구"
"서울특별시 강서구 공항동","61-2","0061","0002","장미","62.4","202212","29","70,000","1","1994","공항대로2길 61","20230131","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","716-16","0716","0016","그린씨티","84.577","202206","10","68,500","5","2004","강서로47라길 79","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","728","0728","0000","롯데1차","84.512","202303","20","73,000","5","2002","우장산로 38","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","742","0742","0000","마곡수명산파크1단지","84.82","202212","10","100,000","9","2007","강서로47길 108","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","742","0742","0000","마곡수명산파크1단지","84.53","202301","14","90,000","6","2007","강서로47길 108","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","742","0742","0000","마곡수명산파크1단지","84.53","202302","11","87,000","6","2007","강서로47길 108","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","742","0742","0000","마곡수명산파크1단지","84.53","202302","13","87,000","6","2007","강서로47길 108","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","742","0742","0000","마곡수명산파크1단지","84.53","202303","25","95,000","5","2007","강서로47길 108","","중개거래","서울 강서구, 서울 양천구"
"서울특별시 강서구 내발산동","742","0742","0000","마곡수명산파크1단지","84.82","202303","31","87,000","5","2007","강서로47길 108","","중개거래","서울 강서구, 서울 서대문구"
"서울특별시 강서구 내발산동","742","0742","0000","마곡수명산파크1단지","84.53","202304","19","93,800","13","2007","강서로47길 108","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","742","0742","0000","마곡수명산파크1단지","84.68","202305","5","91,000","5","2007","강서로47길 108","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","742","0742","0000","마곡수명산파크1단지","84.53","202305","12","96,500","14","2007","강서로47길 108","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","741","0741","0000","마곡수명산파크2단지","84.82","202302","13","93,500","14","2007","강서로47길 158","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","741","0741","0000","마곡수명산파크2단지","84.53","202304","17","84,000","2","2007","강서로47길 158","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","751","0751","0000","마곡수명산파크3단지","84.53","202206","19","118,000","7","2007","수명로1길 110","","중개거래","서울 강서구, 서울 구로구"
"서울특별시 강서구 내발산동","751","0751","0000","마곡수명산파크3단지","84.96","202212","29","80,500","9","2007","수명로1길 110","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","751","0751","0000","마곡수명산파크3단지","84.76","202301","18","82,500","13","2007","수명로1길 110","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","751","0751","0000","마곡수명산파크3단지","84.53","202303","26","84,000","6","2007","수명로1길 110","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","751","0751","0000","마곡수명산파크3단지","84.53","202305","17","89,000","3","2007","수명로1길 110","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202210","7","72,000","15","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","84.53","202211","21","81,000","4","2008","수명로1길 16","","중개거래","경기 광명시, 서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","84.96","202211","24","84,500","10","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","84.53","202212","12","76,000","14","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202212","14","80,000","9","2008","수명로1길 16","","직거래","-"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202301","10","73,800","13","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202301","14","73,000","12","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202301","14","73,000","12","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202301","27","70,000","13","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202302","3","68,000","3","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","84.76","202302","4","74,000","1","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202302","4","69,000","6","2008","수명로1길 16","","중개거래","서울 강서구, 서울 양천구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","84.53","202302","9","83,000","10","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202302","9","71,000","4","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202302","10","72,000","11","2008","수명로1길 16","","중개거래","서울 마포구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202302","11","75,000","13","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202302","16","69,000","2","2008","수명로1길 16","20230318","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202302","25","73,500","10","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202303","18","69,000","2","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202303","31","73,000","7","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","84.76","202304","12","90,000","7","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202305","1","70,000","5","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202305","11","72,900","11","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202305","16","68,000","1","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","84.96","202305","19","82,000","5","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.84","202305","22","72,500","5","2008","수명로1길 16","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","749","0749","0000","마곡수명산파크5단지","59.76","202211","1","70,000","4","2008","수명로2길 105","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","749","0749","0000","마곡수명산파크5단지","59.87","202211","18","69,500","8","2008","수명로2길 105","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","749","0749","0000","마곡수명산파크5단지","59.76","202212","3","69,000","5","2008","수명로2길 105","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","749","0749","0000","마곡수명산파크5단지","59.84","202302","11","70,000","14","2008","수명로2길 105","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","749","0749","0000","마곡수명산파크5단지","59.84","202302","12","70,000","7","2008","수명로2길 105","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","749","0749","0000","마곡수명산파크5단지","59.76","202302","16","73,500","11","2008","수명로2길 105","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","749","0749","0000","마곡수명산파크5단지","59.87","202303","17","70,800","7","2008","수명로2길 105","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","749","0749","0000","마곡수명산파크5단지","59.76","202303","19","73,000","5","2008","수명로2길 105","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","749","0749","0000","마곡수명산파크5단지","59.76","202303","25","77,000","12","2008","수명로2길 105","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","749","0749","0000","마곡수명산파크5단지","59.84","202303","31","71,000","5","2008","수명로2길 105","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","749","0749","0000","마곡수명산파크5단지","59.84","202304","4","70,000","2","2008","수명로2길 105","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","749","0749","0000","마곡수명산파크5단지","59.76","202304","9","73,800","7","2008","수명로2길 105","","중개거래","경기 김포시, 서울 강서구"
"서울특별시 강서구 내발산동","749","0749","0000","마곡수명산파크5단지","59.84","202304","24","74,800","9","2008","수명로2길 105","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","749","0749","0000","마곡수명산파크5단지","59.84","202305","13","75,000","8","2008","수명로2길 105","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","759","0759","0000","마곡수명산파크6단지","84.82","202301","16","76,000","6","2007","수명로2길 63","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","759","0759","0000","마곡수명산파크6단지","84.82","202303","12","77,000","3","2007","수명로2길 63","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","759","0759","0000","마곡수명산파크6단지","84.53","202303","13","77,000","1","2007","수명로2길 63","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","756","0756","0000","마곡수명산파크7단지","84.82","202206","21","89,500","4","2008","수명로2가길 22","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","756","0756","0000","마곡수명산파크7단지","84.82","202208","1","70,000","9","2008","수명로2가길 22","20220809","직거래","-"
"서울특별시 강서구 내발산동","756","0756","0000","마곡수명산파크7단지","84.82","202209","7","70,000","9","2008","수명로2가길 22","","직거래","-"
"서울특별시 강서구 내발산동","756","0756","0000","마곡수명산파크7단지","84.68","202212","10","78,000","6","2008","수명로2가길 22","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","756","0756","0000","마곡수명산파크7단지","84.68","202302","11","77,000","9","2008","수명로2가길 22","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","756","0756","0000","마곡수명산파크7단지","84.53","202302","24","77,000","9","2008","수명로2가길 22","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","756","0756","0000","마곡수명산파크7단지","84.53","202303","3","76,000","7","2008","수명로2가길 22","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","756","0756","0000","마곡수명산파크7단지","84.68","202305","2","73,500","7","2008","수명로2가길 22","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","756","0756","0000","마곡수명산파크7단지","84.82","202305","12","75,000","6","2008","수명로2가길 22","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","686-1","0686","0001","보람","79.48","202301","12","59,500","14","2001","강서로47길 80","","직거래","-"
"서울특별시 강서구 내발산동","721-3","0721","0003","수산오성","84.94","202305","22","60,000","1","2002","강서로45나길 15","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","697-5","0697","0005","신세계(697-5)","84.7","202210","16","56,500","4","2001","강서로47다길 10-3","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","731","0731","0000","신세계3차101동","133.619","202303","11","94,000","9","2003","강서로50길 72","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","675-6","0675","0006","신세계5차","84.89","202301","27","59,900","1","2005","우장산로2길 21-22","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","763","0763","0000","우장산신일해피트리","43.34","202304","23","36,000","1","2023","강서로45길 92-5","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","763","0763","0000","우장산신일해피트리","43.34","202305","9","46,900","4","2023","강서로45길 92-5","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","704-2","0704","0002","우장산타워빌","84.6","202305","16","65,000","8","2002","우장산로4길 60","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","84.98","202206","1","138,000","4","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","84.98","202207","13","136,500","6","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","59.98","202209","3","105,000","9","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","59.98","202211","9","86,000","3","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","126.65","202211","18","115,000","16","2005","강서로 348","","직거래","-"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","84.98","202301","12","107,000","9","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","84.98","202302","16","111,000","5","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","126.65","202302","17","147,000","7","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","59.98","202302","21","92,500","10","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","84.98","202303","29","107,500","17","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","84.98","202304","12","112,000","7","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","59.98","202304","17","89,000","2","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","101.87","202304","20","130,000","9","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","84.98","202304","20","110,000","2","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","84.98","202304","22","110,000","13","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","59.98","202304","22","89,500","3","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","126.65","202304","25","148,000","8","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","84.98","202304","26","125,000","16","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","84.98","202304","26","100,500","7","2005","강서로 348","","직거래","-"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","84.98","202304","27","116,000","6","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","59.98","202305","1","93,000","9","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","59.98","202305","14","90,000","2","2005","강서로 348","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","672-15","0672","0015","원다벨라빌","84.0152","202304","20","46,000","8","2001","우장산로6길 21","","직거래","-"
"서울특별시 강서구 내발산동","650-1","0650","0001","원당","71.69","202206","1","46,000","4","2002","강서로52길 76","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","659-1","0659","0001","월드메르디앙","84.8945","202206","13","90,000","5","2006","공항대로42길 54-26","20220622","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","688-5","0688","0005","이너스101동","84.63","202303","21","43,000","2","2003","강서로47길 83","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","663-2","0663","0002","천우네오젠5차","70.54","202304","18","35,000","2","2007","우장산로 21-8","","직거래","-"
"서울특별시 강서구 내발산동","673-2","0673","0002","청솔101동","78.2152","202212","29","63,500","11","2001","우장산로8길 23","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","735","0735","0000","청솔샤르망1003동","84.5832","202305","22","78,000","10","2005","우장산로2길 21-27","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","738","0738","0000","청솔숲속마을102동","61.68","202212","3","65,000","5","2007","강서로46길 78","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","660-1","0660","0001","청솔해오름","84.8729","202303","11","62,500","10","2005","공항대로42길 23-8","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","722-16","0722","0016","태승훼미리","83.61","202212","17","72,000","7","2004","강서로45길 18","","중개거래","서울 강서구"
"서울특별시 강서구 내발산동","675","0675","0000","현대파크","71.58","202305","25","35,500","5","2000","우장산로2길 25","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","726","0726","0000","가양역두산위브","59.98","202211","4","89,700","19","2022","공항대로45길 15","","직거래","-"
"서울특별시 강서구 등촌동","726","0726","0000","가양역두산위브","59.98","202304","4","85,000","19","2022","공항대로45길 15","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","726","0726","0000","가양역두산위브","59.98","202304","7","84,000","15","2022","공항대로45길 15","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","694","0694","0000","대림","89.975","202305","29","91,000","5","1995","공항대로39길 100","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","691-1","0691","0001","동성","150.05","202305","8","111,000","4","1995","강서로68길 108","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","687","0687","0000","등촌1,2단지주공아파트","41.85","202301","8","48,000","12","1994","강서로68길 36","","중개거래","서울 강서구, 인천 남동구"
"서울특별시 강서구 등촌동","687","0687","0000","등촌1,2단지주공아파트","41.85","202301","28","50,000","15","1994","강서로68길 36","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","687","0687","0000","등촌1,2단지주공아파트","41.85","202302","10","54,500","12","1994","강서로68길 36","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","687","0687","0000","등촌1,2단지주공아파트","41.85","202302","11","47,200","3","1994","강서로68길 36","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","687","0687","0000","등촌1,2단지주공아파트","41.85","202302","13","44,500","1","1994","강서로68길 36","20230317","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","687","0687","0000","등촌1,2단지주공아파트","41.85","202302","25","50,800","12","1994","강서로68길 36","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","687","0687","0000","등촌1,2단지주공아파트","41.85","202303","17","53,000","10","1994","강서로68길 36","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","687","0687","0000","등촌1,2단지주공아파트","41.85","202303","18","47,000","1","1994","강서로68길 36","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","687","0687","0000","등촌1,2단지주공아파트","41.85","202304","9","51,000","11","1994","강서로68길 36","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","687","0687","0000","등촌1,2단지주공아파트","41.85","202304","26","49,000","8","1994","강서로68길 36","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","687","0687","0000","등촌1,2단지주공아파트","41.85","202305","9","55,000","4","1994","강서로68길 36","","직거래","-"
"서울특별시 강서구 등촌동","707","0707","0000","등촌7,8단지주공아파트","41.85","202206","10","67,000","8","1994","공항대로43길 104","","중개거래","서울 강서구, 서울 마포구"
"서울특별시 강서구 등촌동","707","0707","0000","등촌7,8단지주공아파트","41.85","202301","17","50,000","9","1994","공항대로43길 104","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","707","0707","0000","등촌7,8단지주공아파트","41.85","202302","11","50,000","10","1994","공항대로43길 104","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","707","0707","0000","등촌7,8단지주공아파트","41.85","202302","24","50,000","7","1994","공항대로43길 104","","중개거래","서울 강서구, 서울 도봉구"
"서울특별시 강서구 등촌동","707","0707","0000","등촌7,8단지주공아파트","41.85","202302","27","50,000","10","1994","공항대로43길 104","","중개거래","서울 강서구, 서울 도봉구"
"서울특별시 강서구 등촌동","707","0707","0000","등촌7,8단지주공아파트","41.85","202303","4","49,000","6","1994","공항대로43길 104","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","707","0707","0000","등촌7,8단지주공아파트","41.85","202303","7","55,000","10","1994","공항대로43길 104","","직거래","-"
"서울특별시 강서구 등촌동","707","0707","0000","등촌7,8단지주공아파트","41.85","202303","17","49,000","12","1994","공항대로43길 104","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","707","0707","0000","등촌7,8단지주공아파트","41.85","202303","24","45,000","1","1994","공항대로43길 104","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","707","0707","0000","등촌7,8단지주공아파트","41.85","202303","31","53,000","13","1994","공항대로43길 104","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","707","0707","0000","등촌7,8단지주공아파트","41.85","202304","3","54,000","6","1994","공항대로43길 104","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","707","0707","0000","등촌7,8단지주공아파트","41.85","202305","12","51,000","8","1994","공항대로43길 104","","중개거래","서울 강서구, 서울 도봉구"
"서울특별시 강서구 등촌동","707","0707","0000","등촌7,8단지주공아파트","41.85","202305","18","51,500","9","1994","공항대로43길 104","","중개거래","서울 강서구, 서울 도봉구"
"서울특별시 강서구 등촌동","715","0715","0000","등촌동아이파크","84.9958","202208","4","100,000","1","2004","등촌로 163","","중개거래","서울 강서구, 서울 양천구"
"서울특별시 강서구 등촌동","715","0715","0000","등촌동아이파크","84.9958","202208","6","98,000","19","2004","등촌로 163","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","715","0715","0000","등촌동아이파크","84.9958","202210","17","101,500","18","2004","등촌로 163","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","715","0715","0000","등촌동아이파크","84.7556","202211","13","82,000","14","2004","등촌로 163","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","715","0715","0000","등촌동아이파크","84.9958","202211","28","70,000","4","2004","등촌로 163","","직거래","-"
"서울특별시 강서구 등촌동","715","0715","0000","등촌동아이파크","84.7556","202211","29","65,000","16","2004","등촌로 163","","직거래","-"
"서울특별시 강서구 등촌동","715","0715","0000","등촌동아이파크","84.9958","202301","11","83,000","6","2004","등촌로 163","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","715","0715","0000","등촌동아이파크","84.9958","202301","13","90,500","10","2004","등촌로 163","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","715","0715","0000","등촌동아이파크","84.9958","202302","22","82,000","16","2004","등촌로 163","","중개거래","서울 서초구"
"서울특별시 강서구 등촌동","715","0715","0000","등촌동아이파크","84.9958","202302","24","87,000","11","2004","등촌로 163","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","715","0715","0000","등촌동아이파크","84.9958","202302","25","86,000","1","2004","등촌로 163","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","715","0715","0000","등촌동아이파크","84.9958","202303","18","87,500","12","2004","등촌로 163","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","715","0715","0000","등촌동아이파크","84.9958","202303","25","85,500","6","2004","등촌로 163","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","715","0715","0000","등촌동아이파크","84.9958","202303","25","90,000","9","2004","등촌로 163","","중개거래","서울 강서구"
"서울특별시 강서구 등촌동","715","0715","0000","등촌동아이파크","119.9031","202304","6","103,000","16","2004","등촌로 163","","중개거래","서울 강서구, 인천 연수구"
